UID,Session,Experiment,Runs
421,421_FED_20160804b_3T1_PL2017,langlocSN,2
422,422_FED_20160816a_3T1_PL2017,langlocSN,2
423,423_FED_20160817c_3T1_PL2017,langlocSN,2
424,424_FED_20160817a_3T1_PL2017,langlocSN,2
425,425_FED_20160818b_3T1_PL2017,langlocSN,2
426,426_FED_20160908d_3T1_PL2017,langlocSN,2
427,427_FED_20160823c_3T1_PL2017,langlocSN,2
428,428_FED_20160906a_3T2_PL2017,langlocSN,2
429,429_FED_20160906b_3T2_PL2017,langlocSN,2
430,430_FED_20170614c_3T2_PL2017,langlocSN,2
431,431_FED_20160907d_3T2_PL2017,langlocSN,2
432,432_FED_20160907a_3T2_PL2017,langlocSN,2
433,433_FED_20160908c_3T1_PL2017,langlocSN,2
434,434_FED_20160909c_3T2_PL2017,langlocSN,2
435,435_FED_20160909b_3T2_PL2017,langlocSN,2
436,436_FED_20160909d_3T2_PL2017,langlocSN,2
437,437_FED_20160929_3T1_PL2017,langlocSN,2
438,438_FED_20160929a_3T1_PL2017,langlocSN,2
439,439_POLY10_20160930_3T1_PL2017,langlocSN,2
440,440_FED_20160930_3T2_PL2017,langlocSN,2
441,441_FED_20161004a_3T1_PL2017,langlocSN,2
442,442_FED_20161004b_3T1_PL2017,langlocSN,2
443,443_FED_20161005_3T1_PL2017,langlocSN,2
444,444_FED_20161006_3T1_PL2017,langlocSN,2
445,445_FED_20161007_3T2_PL2017,langlocSN,2
446,446_FED_20161007_3T2_PL2017,langlocSN,2
447,447_FED_20161012a_3T2_PL2017,langlocSN,2
448,448_FED_20161012b_3T2_PL2017,langlocSN,2
449,449_FED_20170201b_3T2_PL2017,langlocSN,2
450,450_FED_20161012_3T1_PL2017,langlocSN,2
451,451_FED_20161013_3T1_PL2017,langlocSN,2
452,452_POLY11_20161014_3T1_PL2017,langlocSN,2
453,453_FED_20161014_3T1_PL2017,langlocSN,2
454,454_FED_20161017_3T1_PL2017,langlocSN,2
455,455_FED_20161018_3T1_PL2017,langlocSN,2
456,456_FED_20161019b_3T1_PL2017,langlocSN,2
457,457_FED_20161020_3T2_PL2017,langlocSN,2
458,458_FED_20161021_3T2_PL2017,langlocSN,2
459,459_FED_20161021_3T2_PL2017,langlocSN,2
460,460_FED_20161025_3T1_PL2017,langlocSN,2
461,461_FED_20161025a_3T1_PL2017,langlocSN,2
462,462_FED_20161026_3T1_PL2017,langlocSN,2
463,463_FED_20161026_3T1_PL2017,langlocSN,2
464,464_FED_20161028_3T2_PL2017,langlocSN,2
465,465_FED_20161027_3T1_PL2017,langlocSN,2
466,466_FED_20161027_3T1_PL2017,langlocSN,2
467,467_FED_20161028_3T1_PL2017,langlocSN,2
468,468_FED_20161031_3T1_PL2017,langlocSN,2
469,469_FED_20161031_3T1_PL2017,langlocSN,2
470,470_FED_20161101_3T1_PL2017,langlocSN,2
471,471_FED_20161101_3T1_PL2017,langlocSN,2
472,472_FED_20161101a_3T2_PL2017,langlocSN,2
473,473_FED_20190731a_3T2_PL2017,langlocSN,2
474,474_FED_20161102_3T1_PL2017,langlocSN,2
475,475_FED_20161103a_3T2_PL2017,langlocSN,2
476,476_FED_20161103b_3T2_PL2017,SuperLocSN,2
477,477_FED_20161103_3T2_PL2017,langlocSN,2
478,478_FED_20161103_3T2_PL2017,langlocSN,2
479,479_FED_20161104a_3T2_PL2017,langlocSN,2
480,480_FED_20161104_3T1_PL2017,langlocSN,2
481,481_FED_20161107_3T1_PL2017,langlocSN,2
482,482_FED_20161104_3T1_PL2017,langlocSN,2
483,483_FED_20161107d_3T2_PL2017,SuperLocSN,2
484,484_FED_20161108_3T1_PL2017,langlocSN,2
485,485_FED_20161108c_3T2_PL2017,SuperLocSN,2
486,486_FED_20161108e_3T2_PL2017,SuperLocSN,2
487,487_FED_20161109e_3T1_PL2017,langlocSN,2
488,488_FED_20161109_3T2_PL2017,langlocSN,2
489,489_FED_20161114d_3T1_PL2017,langlocSN,2
490,490_FED_20161115_3T1_PL2017,langlocSN,2
491,491_FED_20161115_3T1_PL2017,langlocSN,2
492,492_FED_20161116_3T2_PL2017,langlocSN,2
493,493_FED_20161117_3T1_PL2017,langlocSN,2
494,494_FED_20161114a_3T1_PL2017,langlocSN,2
495,495_FED_20161114_3T2_PL2017,langlocSN,2
496,496_FED_20161118_3T1_PL2017,langlocSN,2
497,497_FED_20161118_3T1_PL2017,langlocSN,2
498,498_FED_20161121a_3T1_PL2017,langlocSN,2
499,499_FED_20161121b_3T1_PL2017,langlocSN,2
500,500_FED_20161121_3T1_PL2017,langlocSN,2
501,501_FED_20161122_3T1_PL2017,langlocSN,2
502,502_FED_20161122_3T1_PL2017,langlocSN,2
503,503_FED_20161128_3T2_PL2017,langlocSN,2
504,504_FED_20161130_3T2_PL2017,langlocSN,2
505,505_FED_20161204_3T2_PL2017,langlocSN,2
506,506_FED_20161205_3T2_PL2017,langlocSN,2
507,507_FED_20161207_3T2_PL2017,langlocSN,2
508,508_FED_20161208_3T2_PL2017,langlocSN,2
509,509_FED_20161208_3T2_PL2017,langlocSN,2
510,510_FED_20161212_3T2_PL2017,langlocSN,2
511,511_POLY12_20161212_3T2_PL2017,langlocSN,2
512,512_FED_20161213_3T2_PL2017,langlocSN,2
513,513_FED_20161215_3T2_PL2017,langlocSN,2
514,514_FED_20161215_3T2_PL2017,langlocSN,2
515,515_FED_20161216_3T2_PL2017,langlocSN,2
517,517_FED_20161219_3T2_PL2017,langlocSN,2
518,518_FED_20161219_3T2_PL2017,langlocSN,2
519,519_FED_20161220_3T2_PL2017,langlocSN,2
520,520_FED_20161227a_3T2_PL2017,langlocSN,2
521,521_FED_20161228a_3T2_PL2017,langlocSN,2
522,522_FED_20161228e_3T2_PL2017,langlocSN,2
523,523_FED_20161227b_3T2_PL2017,langlocSN,2
524,524_FED_20170105a_3T2_PL2017,langlocSN,2
525,525_FED_20170109a_3T2_PL2017,langlocSN,2
526,526_FED_20170111a_3T2_PL2017,langlocSN,2
527,527_FED_20170113a_3T2_PL2017,langlocSN,2
528,528_FED_20170116a_3T2_PL2017,langlocSN,2
529,529_FED_20170116b_3T2_PL2017,langlocSN,2
530,530_FED_20170114a_3T2_PL2017,langlocSN,2
531,531_FED_20170117a_3T2_PL2017,langlocSN,2
532,532_FED_20170118b_3T2_PL2017,langlocSN,2
533,533_FED_20170119_3T2_PL2017,langlocSN,2
534,534_FED_20170119b_3T2_PL2017,langlocSN,2
535,535_FED_20170123b_3T2_PL2017,langlocSN,2
536,536_FED_20170125a_3T2_PL2017,langlocSN,2
537,537_FED_20170126b_3T2_PL2017,langlocSN,2
538,538_FED_20170127_3T2_PL2017,langlocSN,2
539,539_FED_20170127a_3T2_PL2017,langlocSN,2
540,540_FED_20170201a_3T2_PL2017,langlocSN,2
541,541_FED_20170203b_3T2_PL2017,langlocSN,2
542,542_FED_20170207_3T2_PL2017,langlocSN,2
543,543_FED_20170206_3T2_PL2017,langlocSN,2
544,544_FED_20170210_3T2_PL2017,langlocSN,2
545,545_FED_20170217c_3T2_PL2017,langlocSN,2
546,546_FED_20170223_3T2_PL2017,langlocSN,2
547,547_FED_20170222_3T2_PL2017,langlocSN,2
548,548_FED_20170227_3T2_PL2017,langlocSN,2
549,549_FED_20170228a_3T2_PL2017,langlocSN,2
550,550_FED_20170228c_3T2_PL2017,langlocSN,2
551,551_FED_20170302b_3T2_PL2017,langlocSN,2
552,552_FED_20170307a_3T2_PL2017,langlocSN,2
553,553_FED_20170313d_3T2_PL2017,langlocSN,2
554,554_FED_20170315a_3T2_PL2017,langlocSN,2
555,555_FED_20170315b_3T2_PL2017,langlocSN,2
556,556_FED_20170316b_3T2_PL2017,langlocSN,2
557,557_FED_20170317a_3T2_PL2017,langlocSN,2
558,558_FED_20170320a_3T2_PL2017,langlocSN,2
559,559_FED_20170320c_3T2_PL2017,langlocSN,2
561,561_FED_20170327_3T2_PL2017,langlocSN,2
562,562_FED_20170327b_3T2_PL2017,langlocSN,2
563,563_FED_20170327c_3T2_PL2017,langlocSN,2
564,564_FED_20170406_3T2_PL2017,langlocSN,2
565,565_FED_20170406_3T2_PL2017,langlocSN,2
566,566_FED_20170407a_3T2_PL2017,langlocSN,2
567,567_FED_20170407b_3T2_PL2017,langlocSN,2
568,568_FED_20170407c_3T2_PL2017,langlocSN,2
569,569_FED_20170410b_3T2_PL2017,langlocSN,2
570,570_FED_20170410_3T2_PL2017,langlocSN,2
571,571_FED_20170412c_3T2_PL2017,langlocSN,2
572,572_FED_20170413a_3T2_PL2017,langlocSN,2
573,573_FED_20170413b_3T2_PL2017,langlocSN,2
574,574_FED_20170413c_3T2_PL2017,langlocSN,2
575,575_FED_20170414a_3T2_PL2017,langlocSN,2
576,576_FED_20171006a_3T2_PL2017,langlocSN,2
577,577_FED_20170414c_3T2_PL2017,langlocSN,2
578,578_FED_20170414d_3T2_PL2017,langlocSN,2
579,579_FED_20170418_3T2_PL2017,langlocSN,2
580,580_FED_20170418_3T2_PL2017,langlocSN,2
581,581_FED_20170418_3T2_PL2017,langlocSN,2
582,582_FED_20170420a_3T2_PL2017,langlocSN,2
583,583_FED_20170720d_3T2_PL2017,langlocSN,2
584,584_FED_20170421a_3T2_PL2017,langlocSN,2
585,585_FED_20170329a_3T2_PL2017,langlocSN,2
586,586_FED_20170331b_3T2_PL2017,langlocSN,2
587,587_FED_20170423a_3T2_PL2017,langlocSN,2
588,588_FED_20170422c_3T2_PL2017,langlocSN,2
589,589_FED_20170422a_3T2_PL2017,langlocSN,2
590,590_FED_20170422b_3T2_PL2017,langlocSN,2
591,591_FED_20170422d_3T2_PL2017,langlocSN,2
592,592_FED_20170423b_3T2_PL2017,langlocSN,2
593,593_FED_20170423c_3T2_PL2017,langlocSN,2
594,594_FED_20170423d_3T2_PL2017,langlocSN,2
595,595_FED_20170425b_3T2_PL2017,langlocSN,2
596,596_FED_20170426b_3T2_PL2017,langlocSN,2
597,597_FED_20170427a_3T2_PL2017,langlocSN,2
598,598_FED_20170428a_3T2_PL2017,langlocSN,2
599,599_FED_20170427c_3T2_PL2017,langlocSN,2
600,600_FED_20170428b_3T2_PL2017,langlocSN,2
601,601_FED_20170501a_3T2_PL2017,langlocSN,2
602,602_FED_20170501b_3T2_PL2017,langloc_DiffTasks_1,2
603,603_FED_20170502a_3T2_PL2017,langlocSN,2
604,604_FED_20170502b_3T2_PL2017,langloc_DiffTasks_1,2
605,605_FED_20170505a_3T2_PL2017,langloc_DiffTasks_1,2
606,606_FED_20170515a_3T2_PL2017,langloc_DiffTasks_1,2
607,607_FED_20170517a_3T2_PL2017,langlocSN,2
608,608_FED_20170518a_3T2_PL2017,langlocSN,2
609,609_FED_20170523c_3T2_PL2017,langlocSN,2
610,610_FED_20170523a_3T2_PL2017,langlocSN,2
611,611_FED_20170524_3T2_PL2017,langlocSN,2
612,612_FED_20170526c_3T2_PL2017,langlocSN,2
613,613_FED_20170526a_3T2_PL2017,langlocSN,2
614,614_FED_20170525a_3T2_PL2017,langlocSN,2
617,617_FED_20170605_3T2_PL2017,langlocSN,2
618,618_FED_20170612_3T2_PL2017,langlocSN,2
619,619_FED_20170613_3T2_PL2017,langlocSN,2
620,620_FED_20170613_3T2_PL2017,langlocSN,2
624,624_FED_20170619b_3T2_PL2017,langlocSN,2
625,625_FED_20170619a_3T2_PL2017,langlocSN,2
626,626_FED_20170619c_3T2_PL2017,langlocSN,2
627,627_FED_20170620a_3T2_PL2017,langlocSN,2
628,628_FED_20170620_3T2_PL2017,langlocSN,2
629,629_FED_20171215a_3T2_PL2017,langlocSN,2
630,630_FED_20170621c_3T2_PL2017,langlocSN,2
632,632_FED_20170623a_3T2_PL2017,langlocSN,2
633,633_FED_20170626a_3T2_PL2017,langlocSN,2
634,634_FED_20170626_3T2_PL2017,langlocSN,2
635,635_FED_20170627_3T2_PL2017,langlocSN,2
636,636_FED_20170628b_3T2_PL2017,langlocSN,2
637,637_FED_20170628c_3T2_PL2017,langlocSN,2
638,638_FED_20170628_3T2_PL2017,langlocSN,2
640,640_FED_20170629c_3T2_PL2017,langlocSN,2
641,641_FED_20170629b_3T2_PL2017,langlocSN,2
642,642_FED_20170629a_3T2_PL2017,langlocSN,2
643,643_FED_20170630c_3T2_PL2017,langlocSN,2
645,645_FED_20170630e_3T2_PL2017,langlocSN,2
647,647_FED_20170705_3T2_PL2017,langlocSN,2
648,648_FED_20170707_3T2_PL2017,langlocSN,2
649,649_FED_20170710c_3T2_PL2017,langlocSN,2
654,654_Princeton_SUB01_20150903-0903-1536_PL2017,langlocSN,2
655,655_FED_20170724a_3T2_PL2017,langlocSN,2
656,656_FED_20170724c_3T2_PL2017,langlocSN,2
657,657_POLY18_20170724b_3T2_PL2017,langlocSN,2
658,658_FED_20170725d_3T2_PL2017,langlocSN,2
659,659_FED_20170726d_3T2_PL2017,langlocSN,2
660,660_FED_20170728c_3T2_PL2017,langlocSN,2
661,661_FED_20170731b_3T2_PL2017,langlocSN,2
662,662_FED_20170803b_3T2_PL2017,langlocSN,2
663,663_POLY19_20170803c_3T2_PL2017,langlocSN,2
664,664_FED_20170816a_3T2_PL2017,langlocSN,2
665,665_FED_20170828b_3T2_PL2017,langlocSN,2
666,666_FED_20170830a_3T2_PL2017,langlocSN,2
667,667_FED_20170831a_3T2_PL2017,langlocSN,2
668,668_POLY20_20170928a_3T2_PL2017,langlocSN,2
669,669_FED_20171108a_3T2_PL2017,langlocSN,2
670,670_FED_20171208a_3T2_PL2017,langlocSN,2
671,671_FED_20180625a_3T2_PL2017,langlocSN,2
672,672_FED_20180702a_3T2_PL2017,langlocSN,2
673,673_FED_20180720a_3T2_PL2017,langloc_DiffTasks_1,2
674,674_FED_20180720b_3T2_PL2017,langloc_DiffTasks_1,2
675,675_FED_20180726a_3T2_PL2017,langloc_DiffTasks_1,2
676,676_FED_20180727a_3T2_PL2017,langlocSN,2
677,677_FED_20180729a_3T2_PL2017,langlocSN,2
678,678_FED_20180730a_3T2_PL2017,langlocSN,2
679,679_FED_20190214c_3T2_PL2017,langloc_DiffTasks_1,2
680,680_FED_20180802b_3T2_PL2017,langlocSN,2
681,681_FED_20180803a_3T2_PL2017,langlocSN,2
682,682_FED_20190426a_3T2_PL2017,langlocSN,2
683,683_FED_20180803c_3T2_PL2017,langlocSN,2
684,684_FED_20180803d_3T2_PL2017,langlocSN,2
685,685_FED_20180808a_3T2_PL2017,langlocSN,2
686,686_FED_20180809a_3T2_PL2017,langlocSN,2
687,687_FED_20180809b_3T2_PL2017,langlocSN,2
688,688_FED_20180914a_3T2_PL2017,langlocSN,2
689,689_FED_20181010a_3T2_PL2017,langlocSN,2
690,690_FED_20181012a_3T2_PL2017,langlocSN,2
691,691_FED_20181018a_3T2_PL2017,langlocSN,2
692,692_FED_20181018b_3T2_PL2017,langlocSN,2
693,693_FED_20181029a_3T2_PL2017,langlocSN,2
694,694_FED_20181101a_3T2_PL2017,langlocSN,2
695,695_FED_20181113a_3T2_PL2017,langlocSN,2
696,696_FED_20181115a_3T2_PL2017,langlocSN,2
697,697_FED_20181119a_3T2_PL2017,langlocSN,2
698,698_FED_20181129a_3T2_PL2017,langlocSN,2
699,699_FED_20181129b_3T2_PL2017,langlocSN,2
700,700_FED_20181128a_3T2_PL2017,langlocSN,2
701,701_POLY21_20181212a_3T2_PL2017,langlocSN,2
702,702_FED_20181214a_3T2_PL2017,langlocSN,2
703,703_FED_20181221a_3T2_PL2017,langlocSN,2
704,704_FED_20190107a_3T2_PL2017,langlocSN,2
705,705_FED_20190117a_3T2_PL2017,langlocSN,2
706,706_FED_20190117b_3T2_PL2017,langlocSN,2
707,707_FED_20190117c_3T2_PL2017,langloc_DiffTasks_1,2
709,709_FED_20190124a_3T2_PL2017,langloc_DiffTasks_1,2
710,710_FED_20190124b_3T2_PL2017,langloc_DiffTasks_1,2
712,712_FED_20190124d_3T2_PL2017,langloc_DiffTasks_1,2
713,713_FED_20190130a_3T2_PL2017,langlocSN,2
714,714_FED_20200220a_3T2_PL2017,langlocSN,2
715,715_FED_20190131b_3T2_PL2017,langloc_DiffTasks_1,2
716,716_FED_20190131d_3T2_PL2017,langloc_DiffTasks_1,2
717,717_FED_20190207a_3T2_PL2017,langloc_DiffTasks_1,2
719,719_FED_20190207c_3T2_PL2017,langloc_DiffTasks_1,2
720,720_FED_20190208b_3T2_PL2017,langloc_DiffTasks_1,2
721,721_FED_20190605a_3T2_PL2017,langlocSN,2
722,722_FED_20190213a_3T2_PL2017,langloc_DiffTasks_1,2
723,723_FED_20190214a_3T2_PL2017,langloc_DiffTasks_1,1
724,724_FED_20190802a_3T2_PL2017,langlocSN,2
725,725_FED_20190215a_3T2_PL2017,langlocSN,2
726,726_FED_20190226a_3T2_PL2017,langlocSN,2
727,727_FED_20190226b_3T2_PL2017,langlocSN,2
728,728_FED_20190226c_3T2_PL2017,langlocSN,2
729,729_FED_20190226d_3T2_PL2017,langlocSN,2
730,730_FED_20190306a_3T2_PL2017,langlocSN,2
731,731_FED_20190306b_3T2_PL2017,langlocSN,2
732,732_FED_20190307_3T2_PL2017,langlocSN,2
733,733_FED_20190307b_3T2_PL2017,langlocSN,2
734,734_FED_20190313a_3T2_PL2017,langlocSN,2
735,735_FED_20190314a_3T2_PL2017,langlocSN,2
736,736_FED_20190314b_3T2_PL2017,langlocSN,2
737,737_FED_20190314c_3T2_PL2017,langlocSN,2
738,738_FED_20190319a_3T2_PL2017,langlocSN,2
739,739_FED_20190319b_3T2_PL2017,langlocSN,2
740,740_FED_20190319c_3T2_PL2017,langlocSN,2
741,741_FED_20190320a_3T2_PL2017,langlocSN,2
742,742_FED_20190320b_3T2_PL2017,langlocSN,2
743,743_FED_20190320c_3T2_PL2017,langlocSN,2
744,744_FED_20190320d_3T2_PL2017,langlocSN,2
745,745_FED_20190321a_3T2_PL2017,langlocSN,2
746,746_FED_20190328a_3T2_PL2017,langlocSN,2
747,747_FED_20190328b_3T2_PL2017,langlocSN,2
748,748_FED_20190328c_3T2_PL2017,langlocSN,2
749,749_FED_20190404a_3T2_PL2017,langlocSN,2
750,750_FED_20190404b_3T2_PL2017,langlocSN,2
751,751_FED_20190404c_3T2_PL2017,langlocSN,2
752,752_FED_20190404d_3T2_PL2017,langlocSN,2
753,753_FED_20190405a_3T2_PL2017,langlocSN,2
754,754_FED_20190405b_3T2_PL2017,langlocSN,2
755,755_FED_20190411a_3T2_PL2017,langlocSN,2
756,756_FED_20190411b_3T2_PL2017,langlocSN,2
757,757_FED_20190411c_3T2_PL2017,langlocSN,2
758,758_FED_20190411d_3T2_PL2017,langlocSN,2
759,759_FED_20190415a_3T2_PL2017,langlocSN,2
760,760_FED_20190415b_3T2_PL2017,langlocSN,2
761,761_FED_20190416a_3T2_PL2017,langlocSN,2
762,762_FED_20190416b_3T2_PL2017,langlocSN,2
763,763_FED_20190416c_3T2_PL2017,langlocSN,2
764,764_FED_20190416d_3T2_PL2017,langlocSN,2
765,765_FED_20190417a_3T2_PL2017,langlocSN,2
766,766_FED_20190418a_3T2_PL2017,langlocSN,2
767,767_FED_20190402a_3T2_PL2017,langlocSN,2
768,768_FED_20190517a_3T2_PL2017,langlocSN,2
769,769_FED_20190522a_3T2_PL2017,langlocSN,2
770,770_FED_20190523b_3T2_PL2017,langlocSN,2
771,771_FED_20190525a_3T2_PL2017,langlocSN,2
772,772_FED_20190525b_3T2_PL2017,langlocSN,2
773,773_FED_20190605c_3T2_PL2017,langlocSN,2
774,774_FED_20190605b_3T2_PL2017,langlocSN,2
775,775_FED_20190611a_3T2_PL2017,langlocSN,2
776,776_FED_20190611b_3T2_PL2017,langlocSN,2
777,777_FED_20190611c_3T2_PL2017,langlocSN,2
778,778_FED_20190614b_3T2_PL2017,langlocSN,2
779,779_FED_20191106e_3T2_PL2017,langlocSN,2
781,781_FED_20190625d_3T2_PL2017,langlocSN,2
782,782_FED_20190626a_3T2_PL2017,langlocSN,2
783,783_FED_20190627a_3T2_PL2017,langlocSN,2
784,784_FED_20190712b_3T2_PL2017,langlocSN,2
785,785_FED_20190714a_3T2_PL2017,langlocSN,2
786,786_FED_20190719b_3T2_PL2017,langlocSN,2
787,787_FED_20190719c_3T2_PL2017,langlocSN,2
788,788_FED_20191120b_3T2_PL2017,langlocSN,2
789,789_FED_20190726a_3T2_PL2017,langlocSN,2
790,790_FED_20190730a_3T2_PL2017,langlocSN,2
791,791_FED_20191023a_3T2_PL2017,langlocSN,2
792,792_FED_20191023b_3T2_PL2017,langlocSN,2
793,793_FED_20191023c_3T2_PL2017,langlocSN,2
794,794_FED_20191023d_3T2_PL2017,langlocSN,2
795,795_FED_20191030b_3T2_PL2017,langlocSN,2
796,796_FED_20191030c_3T2_PL2017,langlocSN,2
797,797_FED_20200226a_3T2_PL2017,langlocSN,2
798,798_POLY22_20191014a_3T2_PL2017,langlocSN,2
799,799_FED_20191031a_3T2_PL2017,langlocSN,2
800,800_FED_20191102a_3T2_PL2017,langlocSN,2
801,801_FED_20191113a_3T2_PL2017,langlocSN,2
803,803_FED_20191120d_3T2_PL2017,langlocSN,2
804,804_FED_20191122a_3T2_PL2017,langlocSN,2
805,805_FED_20191204a_3T2_PL2017,langlocSN,2
806,806_FED_20191204b_3T2_PL2017,langlocSN,2
807,807_FED_20191204c_3T2_PL2017,langlocSN,2
808,808_FED_20191210a_3T2_PL2017,langlocSN,2
809,809_FED_20191212b_3T2_PL2017,langlocSN,2
810,810_FED_20191212a_3T2_PL2017,langlocSN,2
811,811_FED_20191213a_3T2_PL2017,langlocSN,2
812,812_FED_20191213b_3T2_PL2017,langlocSN,2
813,813_FED_20191213c_3T2_PL2017,langlocSN,2
814,814_FED_20200113b_3T2_PL2017,langlocSN,2
815,815_FED_20200113c_3T2_PL2017,langlocSN,2
816,816_FED_20200117a_3T2_PL2017,langlocSN,2
817,817_FED_20200117b_3T2_PL2017,langlocSN,2
818,818_FED_20200117c_3T2_PL2017,langlocSN,2
819,819_FED_20200117d_3T2_PL2017,langlocSN,2
820,820_FED_20200120a_3T2_PL2017,langlocSN,2
821,821_FED_20200305c_3T2_PL2017,langlocSN,2
822,822_FED_20200123b_3T2_PL2017,langlocSN,2
823,823_FED_20200123c_3T2_PL2017,langlocSN,2
824,824_FED_20200130a_3T2_PL2017,langlocSN,2
825,825_FED_20200220b_3T2_PL2017,langlocSN,2
826,826_FED_20200130c_3T2_PL2017,langlocSN,2
827,827_FED_20200130d_3T2_PL2017,langlocSN,2
828,828_FED_20200205c_3T2_PL2017,langlocSN,2
829,829_FED_20200211a_3T2_PL2017,langlocSN,2
830,830_FED_20200213a_3T2_PL2017,langlocSN,2
831,831_FED_20200213b_3T2_PL2017,langlocSN,2
832,832_FED_20200220c_3T2_PL2017,langlocSN,2
833,833_FED_20200224a_3T2_PL2017,langlocSN,2
834,834_FED_20200303a_3T2_PL2017,langlocSN,2
835,835_FED_20200305a_3T2_PL2017,langlocSN,2
836,836_FED_20210308a_3T2_PL2017,langlocSN,2
837,837_FED_20210629a_3T1_PL2017,langlocSN,2
